,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xege,xegvy,yege,yegvx,lettr,prediction
2200,5.0,8.0,6.0,10.0,6.0,9.0,5.0,7.0,4.0,9.0,5.0,11.0,4.0,8.0,6.0,7.0,Q,Q
2201,1.0,0.0,2.0,0.0,1.0,7.0,6.0,9.0,0.0,7.0,8.0,8.0,6.0,6.0,0.0,8.0,M,M
2202,7.0,13.0,7.0,7.0,6.0,10.0,6.0,4.0,5.0,9.0,5.0,8.0,6.0,8.0,8.0,9.0,B,R
2203,5.0,8.0,6.0,6.0,2.0,3.0,10.0,5.0,8.0,12.0,11.0,10.0,1.0,8.0,2.0,6.0,C,C
2204,7.0,9.0,10.0,8.0,10.0,9.0,7.0,3.0,4.0,9.0,2.0,8.0,8.0,4.0,8.0,12.0,K,K
2205,1.0,1.0,2.0,1.0,1.0,6.0,9.0,8.0,4.0,7.0,5.0,8.0,2.0,7.0,4.0,11.0,R,R
2206,6.0,11.0,8.0,9.0,8.0,7.0,7.0,8.0,4.0,8.0,5.0,8.0,4.0,8.0,10.0,1.0,A,A
2207,6.0,7.0,6.0,9.0,7.0,8.0,5.0,7.0,4.0,8.0,6.0,7.0,6.0,8.0,6.0,9.0,Q,K
2208,4.0,10.0,5.0,7.0,2.0,3.0,8.0,8.0,2.0,7.0,5.0,11.0,3.0,8.0,3.0,10.0,K,K
2209,1.0,6.0,1.0,4.0,1.0,7.0,7.0,0.0,7.0,7.0,6.0,9.0,0.0,8.0,3.0,8.0,I,I
2210,5.0,6.0,5.0,4.0,3.0,4.0,12.0,1.0,2.0,8.0,10.0,7.0,3.0,11.0,1.0,7.0,V,V
2211,2.0,1.0,3.0,2.0,1.0,5.0,11.0,3.0,5.0,11.0,9.0,5.0,1.0,10.0,3.0,6.0,F,F
2212,4.0,8.0,5.0,6.0,4.0,7.0,8.0,8.0,5.0,10.0,7.0,8.0,3.0,8.0,3.0,8.0,O,O
2213,2.0,7.0,4.0,5.0,3.0,12.0,3.0,2.0,2.0,9.0,2.0,9.0,3.0,7.0,3.0,9.0,A,A
2214,6.0,10.0,6.0,8.0,3.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,N,N
2215,2.0,1.0,2.0,2.0,1.0,6.0,8.0,7.0,7.0,9.0,7.0,12.0,1.0,10.0,4.0,10.0,C,C
2216,1.0,0.0,1.0,0.0,0.0,7.0,8.0,3.0,0.0,7.0,8.0,8.0,3.0,9.0,0.0,8.0,W,W
2217,5.0,7.0,6.0,5.0,7.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,7.0,9.0,7.0,6.0,M,V
2218,5.0,9.0,6.0,11.0,7.0,7.0,9.0,4.0,3.0,8.0,10.0,10.0,4.0,10.0,8.0,8.0,Q,Q
2219,3.0,8.0,4.0,6.0,3.0,5.0,7.0,6.0,7.0,7.0,5.0,11.0,1.0,8.0,4.0,10.0,C,C
2220,7.0,9.0,10.0,8.0,8.0,6.0,8.0,2.0,4.0,7.0,7.0,9.0,8.0,6.0,4.0,8.0,A,M
2221,3.0,5.0,5.0,8.0,1.0,6.0,10.0,2.0,2.0,7.0,13.0,8.0,2.0,11.0,0.0,8.0,Y,V
2222,1.0,11.0,0.0,8.0,1.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I,I
2223,5.0,9.0,7.0,8.0,9.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,6.0,9.0,8.0,7.0,B,R
2224,4.0,7.0,4.0,5.0,2.0,6.0,7.0,6.0,6.0,10.0,8.0,9.0,2.0,9.0,4.0,9.0,G,G
2225,4.0,9.0,4.0,5.0,2.0,9.0,3.0,4.0,5.0,12.0,4.0,13.0,2.0,6.0,5.0,9.0,L,L
2226,2.0,8.0,3.0,6.0,2.0,8.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I,I
2227,8.0,10.0,7.0,5.0,4.0,8.0,6.0,4.0,6.0,9.0,6.0,5.0,4.0,10.0,4.0,6.0,Y,G
2228,3.0,6.0,5.0,4.0,5.0,8.0,6.0,4.0,4.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,K,R
2229,5.0,11.0,9.0,9.0,7.0,6.0,8.0,2.0,6.0,7.0,6.0,9.0,6.0,5.0,8.0,7.0,X,D
2230,8.0,10.0,7.0,8.0,5.0,3.0,12.0,2.0,3.0,9.0,11.0,8.0,7.0,11.0,2.0,6.0,V,W
2231,8.0,11.0,9.0,8.0,6.0,7.0,8.0,3.0,6.0,10.0,5.0,7.0,4.0,6.0,6.0,8.0,S,H
2232,3.0,7.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,6.0,5.0,9.0,5.0,7.0,8.0,7.0,K,K
2233,3.0,8.0,5.0,5.0,2.0,7.0,5.0,3.0,1.0,7.0,1.0,8.0,2.0,7.0,2.0,7.0,A,A
2234,9.0,13.0,8.0,7.0,4.0,9.0,4.0,4.0,3.0,13.0,8.0,10.0,4.0,9.0,3.0,9.0,S,C
2235,2.0,4.0,4.0,3.0,2.0,8.0,7.0,5.0,6.0,9.0,5.0,5.0,2.0,8.0,3.0,7.0,D,D
2236,6.0,9.0,8.0,7.0,6.0,8.0,4.0,9.0,5.0,7.0,4.0,8.0,3.0,8.0,4.0,8.0,Q,Q
2237,10.0,13.0,9.0,7.0,4.0,4.0,9.0,4.0,7.0,3.0,3.0,11.0,5.0,8.0,2.0,7.0,N,N
2238,5.0,7.0,7.0,9.0,6.0,10.0,5.0,4.0,4.0,8.0,2.0,6.0,2.0,7.0,7.0,8.0,Z,Z
2239,4.0,9.0,7.0,7.0,4.0,8.0,2.0,2.0,3.0,6.0,1.0,7.0,2.0,7.0,3.0,7.0,A,A
2240,4.0,6.0,5.0,4.0,4.0,8.0,7.0,5.0,6.0,9.0,6.0,6.0,2.0,8.0,6.0,9.0,B,B
2241,5.0,8.0,5.0,6.0,2.0,7.0,4.0,14.0,5.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,U,U
2242,3.0,5.0,6.0,3.0,2.0,6.0,8.0,2.0,7.0,10.0,7.0,8.0,1.0,9.0,5.0,6.0,S,S
2243,3.0,1.0,4.0,2.0,2.0,5.0,10.0,4.0,4.0,10.0,8.0,4.0,1.0,9.0,4.0,7.0,P,P
2244,3.0,2.0,4.0,4.0,2.0,6.0,8.0,7.0,7.0,8.0,7.0,13.0,1.0,9.0,4.0,10.0,C,C
2245,1.0,0.0,2.0,1.0,1.0,8.0,7.0,6.0,4.0,6.0,6.0,9.0,2.0,8.0,3.0,8.0,Q,Q
2246,5.0,6.0,7.0,9.0,8.0,8.0,11.0,4.0,3.0,5.0,8.0,11.0,5.0,13.0,7.0,11.0,Q,Q
2247,3.0,8.0,5.0,6.0,4.0,4.0,8.0,5.0,8.0,11.0,10.0,9.0,2.0,9.0,4.0,5.0,E,E
2248,2.0,4.0,4.0,3.0,2.0,9.0,6.0,4.0,6.0,10.0,4.0,5.0,2.0,8.0,3.0,8.0,D,D
2249,4.0,2.0,5.0,4.0,3.0,7.0,6.0,6.0,6.0,6.0,6.0,9.0,2.0,8.0,4.0,8.0,G,G
2250,2.0,1.0,4.0,2.0,1.0,6.0,13.0,3.0,2.0,8.0,11.0,8.0,2.0,10.0,1.0,8.0,V,V
2251,4.0,10.0,7.0,7.0,2.0,7.0,5.0,3.0,1.0,7.0,1.0,8.0,3.0,7.0,2.0,8.0,A,A
2252,2.0,8.0,4.0,6.0,2.0,12.0,3.0,3.0,2.0,10.0,1.0,9.0,2.0,6.0,2.0,8.0,A,A
2253,3.0,2.0,4.0,4.0,3.0,7.0,7.0,5.0,5.0,6.0,5.0,7.0,3.0,6.0,6.0,9.0,R,R
2254,3.0,5.0,4.0,4.0,2.0,8.0,7.0,3.0,7.0,10.0,6.0,8.0,1.0,9.0,5.0,8.0,S,S
2255,5.0,9.0,5.0,4.0,3.0,8.0,5.0,4.0,8.0,10.0,4.0,9.0,3.0,7.0,8.0,10.0,Q,Q
2256,6.0,9.0,9.0,7.0,6.0,8.0,6.0,2.0,9.0,11.0,5.0,9.0,3.0,5.0,7.0,8.0,Z,Z
2257,7.0,10.0,8.0,8.0,5.0,3.0,7.0,5.0,7.0,11.0,10.0,14.0,2.0,9.0,3.0,7.0,C,C
2258,6.0,12.0,5.0,6.0,3.0,4.0,12.0,3.0,5.0,12.0,7.0,4.0,2.0,7.0,5.0,5.0,F,P
2259,4.0,10.0,5.0,8.0,7.0,7.0,8.0,9.0,6.0,7.0,6.0,7.0,2.0,7.0,8.0,10.0,B,B
2260,3.0,7.0,3.0,5.0,3.0,5.0,9.0,7.0,3.0,7.0,5.0,8.0,2.0,7.0,4.0,11.0,R,R
2261,8.0,10.0,9.0,8.0,6.0,1.0,10.0,3.0,3.0,11.0,11.0,9.0,7.0,10.0,1.0,7.0,W,W
2262,6.0,10.0,8.0,7.0,6.0,6.0,6.0,1.0,7.0,10.0,6.0,10.0,4.0,8.0,4.0,8.0,K,K
2263,2.0,4.0,4.0,3.0,2.0,8.0,8.0,3.0,5.0,12.0,4.0,4.0,1.0,10.0,2.0,8.0,P,P
2264,3.0,6.0,4.0,4.0,3.0,7.0,8.0,7.0,4.0,9.0,7.0,8.0,3.0,8.0,2.0,8.0,O,O
2265,5.0,8.0,4.0,6.0,3.0,8.0,7.0,2.0,4.0,11.0,6.0,8.0,2.0,10.0,6.0,11.0,J,E
2266,6.0,9.0,5.0,4.0,2.0,11.0,3.0,3.0,1.0,9.0,4.0,11.0,4.0,5.0,4.0,9.0,A,A
2267,3.0,7.0,5.0,5.0,3.0,9.0,8.0,2.0,5.0,12.0,4.0,5.0,1.0,10.0,2.0,9.0,P,P
2268,10.0,13.0,12.0,8.0,5.0,4.0,9.0,3.0,4.0,13.0,10.0,9.0,6.0,8.0,0.0,7.0,N,N
2269,3.0,2.0,5.0,3.0,3.0,9.0,6.0,6.0,4.0,6.0,7.0,6.0,7.0,5.0,2.0,6.0,M,M
2270,3.0,7.0,5.0,11.0,8.0,8.0,9.0,5.0,0.0,8.0,6.0,6.0,5.0,11.0,6.0,9.0,P,P
2271,3.0,7.0,5.0,5.0,3.0,6.0,8.0,2.0,9.0,11.0,7.0,7.0,1.0,9.0,6.0,7.0,Z,Z
2272,4.0,6.0,5.0,4.0,3.0,9.0,8.0,3.0,7.0,10.0,4.0,7.0,2.0,7.0,4.0,9.0,S,B
2273,1.0,0.0,1.0,0.0,0.0,8.0,7.0,3.0,4.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0,X,X
2274,4.0,8.0,4.0,5.0,2.0,5.0,10.0,9.0,5.0,9.0,6.0,5.0,2.0,10.0,4.0,8.0,P,P
2275,6.0,11.0,6.0,8.0,4.0,5.0,8.0,7.0,8.0,12.0,9.0,12.0,2.0,10.0,4.0,6.0,C,C
2276,5.0,8.0,7.0,6.0,5.0,9.0,8.0,2.0,6.0,13.0,5.0,5.0,2.0,9.0,3.0,9.0,P,F
2277,3.0,7.0,3.0,5.0,2.0,5.0,6.0,10.0,7.0,5.0,4.0,5.0,3.0,8.0,3.0,8.0,D,D
2278,2.0,4.0,5.0,3.0,2.0,7.0,8.0,2.0,9.0,12.0,7.0,7.0,1.0,8.0,5.0,6.0,Z,Z
2279,7.0,6.0,6.0,9.0,4.0,6.0,8.0,4.0,2.0,7.0,10.0,5.0,4.0,10.0,5.0,6.0,Y,Y
2280,1.0,3.0,3.0,1.0,1.0,6.0,4.0,1.0,7.0,7.0,2.0,9.0,0.0,7.0,2.0,8.0,L,L
2281,4.0,5.0,5.0,4.0,3.0,5.0,7.0,4.0,8.0,7.0,6.0,10.0,6.0,8.0,5.0,9.0,K,K
2282,6.0,9.0,6.0,6.0,4.0,7.0,11.0,3.0,9.0,12.0,9.0,4.0,2.0,12.0,3.0,4.0,T,T
2283,2.0,1.0,2.0,1.0,1.0,6.0,10.0,7.0,2.0,7.0,5.0,8.0,2.0,7.0,4.0,10.0,R,R
2284,4.0,11.0,5.0,8.0,2.0,5.0,15.0,1.0,6.0,9.0,11.0,7.0,0.0,8.0,0.0,8.0,T,T
2285,8.0,14.0,8.0,8.0,6.0,9.0,4.0,5.0,4.0,10.0,6.0,12.0,9.0,2.0,7.0,11.0,A,B
2286,5.0,10.0,5.0,7.0,3.0,7.0,5.0,15.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,H,H
2287,5.0,7.0,6.0,5.0,4.0,8.0,5.0,2.0,9.0,11.0,4.0,10.0,2.0,8.0,6.0,10.0,Z,Z
2288,4.0,4.0,6.0,6.0,2.0,8.0,5.0,8.0,9.0,6.0,5.0,10.0,2.0,8.0,5.0,10.0,G,G
2289,3.0,1.0,4.0,1.0,1.0,7.0,9.0,5.0,6.0,7.0,10.0,9.0,3.0,10.0,1.0,8.0,U,U
2290,4.0,8.0,6.0,6.0,4.0,11.0,6.0,3.0,7.0,11.0,3.0,7.0,2.0,8.0,5.0,11.0,B,B
2291,7.0,13.0,6.0,7.0,3.0,7.0,4.0,3.0,6.0,11.0,4.0,13.0,2.0,7.0,6.0,8.0,L,L
2292,7.0,9.0,9.0,8.0,10.0,7.0,6.0,5.0,4.0,7.0,6.0,7.0,7.0,10.0,8.0,11.0,V,V
2293,2.0,5.0,4.0,3.0,3.0,8.0,7.0,3.0,6.0,9.0,5.0,7.0,2.0,8.0,5.0,10.0,B,B
2294,1.0,1.0,2.0,2.0,2.0,8.0,7.0,5.0,2.0,5.0,6.0,9.0,2.0,9.0,4.0,10.0,Q,Q
2295,6.0,11.0,7.0,8.0,5.0,6.0,7.0,7.0,7.0,10.0,8.0,10.0,2.0,8.0,5.0,9.0,G,G
2296,4.0,8.0,6.0,6.0,5.0,7.0,8.0,8.0,6.0,9.0,7.0,4.0,4.0,9.0,3.0,7.0,D,D
2297,7.0,10.0,7.0,5.0,3.0,7.0,6.0,3.0,6.0,9.0,8.0,9.0,6.0,11.0,3.0,7.0,K,K
2298,4.0,5.0,5.0,7.0,7.0,9.0,6.0,6.0,3.0,7.0,7.0,8.0,7.0,8.0,6.0,4.0,Y,U
2299,4.0,8.0,6.0,6.0,3.0,6.0,8.0,4.0,1.0,7.0,8.0,8.0,8.0,9.0,0.0,8.0,W,W
2300,4.0,4.0,5.0,6.0,5.0,9.0,9.0,5.0,3.0,7.0,7.0,7.0,5.0,10.0,6.0,4.0,Y,Y
2301,4.0,4.0,4.0,5.0,2.0,7.0,6.0,15.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,H,H
2302,7.0,10.0,5.0,5.0,2.0,9.0,2.0,3.0,4.0,9.0,2.0,9.0,3.0,6.0,5.0,10.0,S,S
2303,8.0,15.0,8.0,8.0,5.0,11.0,4.0,5.0,7.0,12.0,3.0,10.0,3.0,7.0,8.0,12.0,Q,Z
2304,6.0,5.0,6.0,8.0,3.0,5.0,7.0,10.0,10.0,7.0,6.0,5.0,3.0,8.0,4.0,8.0,D,D
2305,3.0,8.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,5.0,11.0,2.0,10.0,4.0,9.0,G,G
2306,4.0,11.0,4.0,8.0,3.0,1.0,11.0,4.0,5.0,11.0,11.0,9.0,0.0,8.0,2.0,6.0,F,F
2307,2.0,3.0,3.0,2.0,1.0,5.0,8.0,5.0,6.0,10.0,9.0,8.0,3.0,9.0,2.0,6.0,U,U
2308,2.0,5.0,2.0,4.0,2.0,8.0,8.0,7.0,5.0,8.0,5.0,7.0,2.0,8.0,8.0,8.0,S,S
2309,3.0,9.0,5.0,7.0,3.0,11.0,3.0,2.0,2.0,9.0,2.0,9.0,3.0,5.0,3.0,8.0,A,A
2310,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,8.0,8.0,7.0,13.0,1.0,9.0,4.0,10.0,C,C
2311,3.0,9.0,5.0,7.0,3.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I,I
2312,1.0,1.0,1.0,2.0,1.0,7.0,7.0,1.0,6.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I,I
2313,3.0,3.0,5.0,2.0,2.0,7.0,8.0,3.0,6.0,10.0,7.0,7.0,3.0,8.0,3.0,8.0,H,H
2314,3.0,5.0,5.0,8.0,6.0,7.0,10.0,3.0,3.0,7.0,8.0,9.0,4.0,10.0,9.0,5.0,Y,Y
2315,4.0,8.0,7.0,6.0,9.0,9.0,8.0,5.0,2.0,7.0,7.0,7.0,12.0,10.0,4.0,6.0,W,W
2316,3.0,7.0,5.0,11.0,9.0,9.0,8.0,4.0,1.0,8.0,6.0,7.0,7.0,9.0,5.0,6.0,P,P
2317,6.0,11.0,6.0,8.0,2.0,1.0,12.0,5.0,6.0,12.0,11.0,8.0,0.0,8.0,2.0,5.0,F,F
2318,0.0,0.0,1.0,1.0,0.0,12.0,4.0,6.0,3.0,12.0,5.0,11.0,0.0,7.0,0.0,8.0,J,J
2319,2.0,4.0,3.0,3.0,2.0,5.0,8.0,5.0,6.0,10.0,9.0,9.0,3.0,9.0,2.0,6.0,U,U
2320,8.0,11.0,12.0,9.0,10.0,6.0,7.0,3.0,7.0,10.0,8.0,9.0,5.0,8.0,5.0,7.0,H,X
2321,3.0,5.0,4.0,4.0,3.0,7.0,7.0,4.0,5.0,6.0,5.0,6.0,3.0,7.0,4.0,8.0,R,R
2322,3.0,8.0,4.0,6.0,3.0,5.0,7.0,6.0,8.0,5.0,6.0,12.0,1.0,7.0,4.0,10.0,C,C
2323,4.0,9.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,3.0,7.0,5.0,9.0,R,B
2324,4.0,8.0,6.0,6.0,8.0,8.0,8.0,4.0,3.0,6.0,7.0,7.0,6.0,11.0,8.0,9.0,B,B
2325,6.0,9.0,10.0,7.0,11.0,10.0,5.0,3.0,2.0,9.0,4.0,8.0,11.0,6.0,4.0,7.0,M,M
2326,4.0,8.0,5.0,6.0,4.0,7.0,7.0,7.0,6.0,7.0,5.0,8.0,2.0,8.0,3.0,8.0,O,O
2327,6.0,11.0,7.0,8.0,5.0,5.0,8.0,7.0,6.0,8.0,8.0,15.0,4.0,9.0,6.0,6.0,C,C
2328,3.0,4.0,5.0,3.0,2.0,6.0,8.0,2.0,8.0,11.0,8.0,9.0,2.0,8.0,4.0,7.0,E,E
2329,1.0,4.0,2.0,3.0,1.0,8.0,7.0,5.0,8.0,6.0,6.0,8.0,1.0,8.0,7.0,7.0,Z,Z
2330,6.0,11.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,6.0,7.0,8.0,8.0,6.0,2.0,7.0,M,M
2331,3.0,7.0,3.0,5.0,2.0,3.0,7.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0,E,E
2332,4.0,10.0,5.0,8.0,4.0,8.0,6.0,12.0,4.0,7.0,13.0,7.0,3.0,8.0,0.0,9.0,U,U
2333,3.0,8.0,3.0,6.0,4.0,5.0,9.0,7.0,3.0,7.0,5.0,8.0,2.0,7.0,5.0,11.0,R,R
2334,4.0,11.0,4.0,8.0,3.0,5.0,7.0,11.0,8.0,7.0,6.0,5.0,3.0,8.0,4.0,8.0,D,D
2335,5.0,7.0,6.0,5.0,6.0,7.0,8.0,6.0,4.0,8.0,6.0,8.0,3.0,10.0,8.0,11.0,F,F
2336,7.0,11.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,12.0,9.0,13.0,4.0,11.0,5.0,5.0,C,K
2337,5.0,10.0,6.0,8.0,4.0,7.0,4.0,2.0,8.0,7.0,1.0,8.0,1.0,6.0,3.0,7.0,L,L
2338,5.0,11.0,6.0,8.0,7.0,6.0,9.0,6.0,4.0,8.0,6.0,8.0,3.0,10.0,8.0,11.0,F,F
2339,2.0,4.0,4.0,3.0,2.0,9.0,6.0,3.0,7.0,10.0,4.0,8.0,1.0,9.0,5.0,9.0,S,S
2340,6.0,9.0,8.0,8.0,8.0,5.0,7.0,3.0,5.0,7.0,6.0,11.0,4.0,11.0,8.0,8.0,C,C
2341,4.0,6.0,4.0,4.0,3.0,7.0,5.0,12.0,4.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0,U,U
2342,6.0,13.0,6.0,7.0,4.0,8.0,9.0,4.0,3.0,12.0,4.0,4.0,4.0,11.0,5.0,6.0,P,P
2343,3.0,6.0,4.0,4.0,2.0,7.0,7.0,14.0,0.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H,H
2344,3.0,5.0,6.0,3.0,3.0,7.0,7.0,3.0,6.0,10.0,6.0,8.0,3.0,8.0,3.0,7.0,H,H
2345,4.0,5.0,5.0,4.0,4.0,8.0,7.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,7.0,H,H
2346,4.0,7.0,4.0,5.0,2.0,2.0,11.0,3.0,3.0,11.0,11.0,8.0,2.0,11.0,0.0,8.0,V,V
2347,4.0,11.0,5.0,8.0,4.0,8.0,5.0,3.0,7.0,12.0,4.0,10.0,1.0,6.0,2.0,6.0,J,J
2348,2.0,1.0,3.0,3.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0,Z,Z
2349,4.0,3.0,5.0,5.0,3.0,7.0,7.0,12.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,M,M
2350,1.0,1.0,1.0,2.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I,I
2351,7.0,11.0,7.0,6.0,3.0,9.0,5.0,4.0,4.0,13.0,6.0,8.0,2.0,9.0,3.0,8.0,S,S
2352,1.0,4.0,2.0,3.0,1.0,10.0,7.0,1.0,7.0,11.0,4.0,7.0,0.0,7.0,1.0,7.0,J,J
2353,10.0,15.0,10.0,8.0,5.0,4.0,9.0,2.0,2.0,8.0,10.0,8.0,9.0,12.0,1.0,6.0,W,W
2354,6.0,9.0,9.0,7.0,5.0,9.0,8.0,2.0,5.0,10.0,2.0,4.0,7.0,10.0,2.0,7.0,N,N
2355,1.0,1.0,1.0,3.0,1.0,7.0,7.0,1.0,6.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I,I
2356,5.0,6.0,7.0,4.0,6.0,7.0,6.0,5.0,5.0,8.0,6.0,11.0,10.0,5.0,2.0,9.0,M,M
2357,3.0,8.0,4.0,6.0,3.0,7.0,8.0,6.0,10.0,6.0,4.0,9.0,3.0,8.0,6.0,8.0,E,E
2358,4.0,7.0,5.0,5.0,3.0,7.0,7.0,6.0,7.0,10.0,7.0,11.0,2.0,9.0,4.0,9.0,G,G
2359,2.0,3.0,3.0,1.0,1.0,5.0,9.0,4.0,4.0,9.0,8.0,5.0,1.0,9.0,3.0,7.0,P,P
2360,5.0,11.0,7.0,8.0,6.0,10.0,7.0,3.0,5.0,10.0,3.0,7.0,3.0,7.0,4.0,10.0,R,R
2361,2.0,3.0,3.0,2.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0,Z,Z
2362,2.0,4.0,3.0,3.0,2.0,7.0,7.0,6.0,4.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0,O,O
2363,4.0,8.0,6.0,6.0,6.0,5.0,11.0,2.0,2.0,7.0,8.0,8.0,7.0,11.0,1.0,8.0,W,W
2364,2.0,4.0,3.0,3.0,1.0,11.0,3.0,3.0,2.0,11.0,2.0,9.0,2.0,6.0,2.0,9.0,A,A
2365,0.0,0.0,1.0,0.0,0.0,12.0,4.0,5.0,3.0,12.0,5.0,11.0,0.0,7.0,0.0,8.0,J,J
2366,3.0,5.0,4.0,4.0,3.0,9.0,12.0,4.0,5.0,5.0,11.0,9.0,2.0,12.0,1.0,8.0,T,T
2367,2.0,1.0,3.0,3.0,2.0,7.0,7.0,3.0,8.0,6.0,6.0,8.0,2.0,8.0,6.0,8.0,X,X
2368,2.0,7.0,3.0,5.0,1.0,14.0,2.0,6.0,5.0,14.0,2.0,11.0,0.0,7.0,0.0,8.0,J,J
2369,2.0,2.0,3.0,3.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0,D,D
2370,2.0,9.0,3.0,6.0,2.0,10.0,6.0,1.0,7.0,11.0,3.0,6.0,0.0,7.0,1.0,7.0,J,J
2371,3.0,8.0,5.0,6.0,3.0,8.0,7.0,4.0,8.0,6.0,6.0,8.0,3.0,8.0,6.0,8.0,X,X
2372,1.0,7.0,2.0,5.0,2.0,10.0,6.0,1.0,5.0,11.0,4.0,8.0,0.0,6.0,1.0,7.0,J,J
2373,4.0,4.0,6.0,3.0,3.0,8.0,11.0,3.0,2.0,6.0,9.0,8.0,8.0,12.0,1.0,7.0,W,W
2374,3.0,9.0,5.0,7.0,3.0,11.0,4.0,2.0,2.0,8.0,2.0,9.0,3.0,5.0,3.0,8.0,A,A
2375,3.0,5.0,5.0,4.0,3.0,9.0,7.0,3.0,5.0,10.0,4.0,6.0,3.0,7.0,4.0,10.0,R,R
2376,6.0,11.0,6.0,8.0,4.0,3.0,11.0,1.0,2.0,9.0,10.0,8.0,4.0,11.0,1.0,7.0,V,V
2377,8.0,11.0,7.0,6.0,3.0,7.0,9.0,4.0,8.0,13.0,6.0,8.0,2.0,7.0,4.0,6.0,T,S
2378,5.0,8.0,5.0,6.0,2.0,3.0,11.0,3.0,4.0,10.0,11.0,7.0,2.0,10.0,1.0,8.0,V,V
2379,1.0,0.0,1.0,0.0,1.0,7.0,7.0,6.0,4.0,6.0,6.0,7.0,1.0,8.0,5.0,9.0,B,B
2380,2.0,1.0,3.0,2.0,2.0,7.0,7.0,5.0,5.0,7.0,6.0,10.0,3.0,7.0,4.0,9.0,G,G
2381,4.0,9.0,6.0,6.0,5.0,9.0,6.0,4.0,6.0,10.0,5.0,7.0,3.0,7.0,6.0,9.0,B,R
2382,5.0,9.0,5.0,7.0,3.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,N,N
2383,2.0,3.0,3.0,2.0,2.0,6.0,7.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,4.0,9.0,K,K
2384,3.0,6.0,4.0,4.0,1.0,7.0,4.0,13.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,U,U
2385,3.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,7.0,2.0,2.0,5.0,1.0,6.0,1.0,5.0,L,L
2386,2.0,4.0,3.0,3.0,2.0,8.0,7.0,6.0,3.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0,O,O
2387,5.0,5.0,7.0,8.0,4.0,9.0,8.0,4.0,2.0,7.0,8.0,8.0,9.0,9.0,0.0,8.0,W,W
2388,4.0,11.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,9.0,6.0,8.0,3.0,8.0,H,H
2389,8.0,12.0,6.0,6.0,4.0,9.0,5.0,4.0,5.0,10.0,5.0,9.0,5.0,7.0,7.0,10.0,B,B
2390,5.0,8.0,5.0,6.0,3.0,3.0,12.0,3.0,3.0,10.0,11.0,8.0,2.0,10.0,1.0,8.0,V,V
2391,4.0,6.0,6.0,4.0,5.0,9.0,6.0,4.0,5.0,10.0,3.0,6.0,3.0,7.0,3.0,8.0,D,D
2392,3.0,5.0,4.0,8.0,7.0,8.0,7.0,5.0,0.0,6.0,6.0,9.0,7.0,10.0,6.0,12.0,Q,Q
2393,7.0,12.0,6.0,7.0,3.0,10.0,4.0,4.0,4.0,10.0,3.0,6.0,4.0,7.0,5.0,9.0,G,G
2394,4.0,7.0,5.0,5.0,3.0,6.0,7.0,10.0,10.0,6.0,5.0,6.0,3.0,8.0,4.0,8.0,D,D
